CONTRACT,SPY PRICE,EXPIRE_DATE,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,STRIKE,STRIKE_DISTANCE_PCT,STRIKE DISTANCE,PRICEOPEN,PRICECLOSE,ROI %,INFLATION%,y,VIX PRICE
442.0 2022-02-04,457.23,2/4/2022,2.0,0.88086,0.02775,0.06361,-0.21087,0.00679,0.44848,195,16.25,442,0.033,-15.23,5.56,16.25,192.2661871,0.5,5.0,20.77
443.0 2022-02-04,457.23,2/4/2022,2.0,0.87043,0.02958,0.0668,-0.22146,0.00716,0.43246,35,14.94,443,0.031,-14.23,4.86,14.94,207.4074074,0.5,5.0,20.77
444.0 2022-02-04,457.23,2/4/2022,2.0,0.84698,0.03042,0.07682,-0.27211,0.00733,0.42613,171,14.3,444,0.029,-13.23,4.69,14.3,204.9040512,0.5,5.0,20.77
445.0 2022-02-04,457.23,2/4/2022,2.0,0.84203,0.03323,0.07718,-0.25993,0.00757,0.40366,512,12.69,445,0.027,-12.23,3.9,12.69,225.3846154,0.5,5.0,20.77
446.0 2022-02-04,457.23,2/4/2022,2.0,0.81214,0.03375,0.08877,-0.31772,0.0081,0.40057,268,11.93,446,0.025,-11.23,3.47,11.93,243.8040346,0.5,5.0,20.77
447.0 2022-02-04,457.23,2/4/2022,2.0,0.79986,0.03646,0.09201,-0.3163,0.00772,0.38067,208,11.26,447,0.022,-10.23,3.02,11.26,272.8476821,0.5,5.0,20.77
448.0 2022-02-04,457.23,2/4/2022,2.0,0.77365,0.03777,0.10019,-0.35034,0.00868,0.3715,1019,9.93,448,0.02,-9.23,2.94,9.93,237.755102,0.5,5.0,20.77
449.0 2022-02-04,457.23,2/4/2022,2.0,0.7503,0.03994,0.10613,-0.36691,0.00866,0.35803,294,9.41,449,0.018,-8.23,2.56,9.41,267.578125,0.5,5.0,20.77
450.0 2022-02-04,457.23,2/4/2022,2.0,0.72051,0.04153,0.1134,-0.39118,0.00871,0.34705,4448,8.1,450,0.016,-7.23,1.98,8.1,309.0909091,0.5,5.0,20.77
451.0 2022-02-04,457.23,2/4/2022,2.0,0.72001,0.05005,0.11057,-0.32211,0.00806,0.3067,1193,7.3,451,0.014,-6.23,1.71,7.3,326.9005848,0.5,5.0,20.77
452.0 2022-02-04,457.23,2/4/2022,2.0,0.66406,0.0471,0.12466,-0.39721,0.0084,0.31372,2162,6.59,452,0.011,-5.23,1.67,6.59,294.6107784,0.5,5.0,20.77
453.0 2022-02-04,457.23,2/4/2022,2.0,0.61992,0.04695,0.13215,-0.43013,0.00922,0.30911,3307,5.74,453,0.009,-4.23,1.22,5.74,370.4918033,0.5,5.0,20.77
454.0 2022-02-04,457.23,2/4/2022,2.0,0.57898,0.04803,0.13675,-0.43821,0.00922,0.29795,8035,5.0,454,0.007,-3.23,1.02,5.0,390.1960784,0.5,5.0,20.77
455.0 2022-02-04,457.23,2/4/2022,2.0,0.53496,0.0489,0.14038,-0.43985,0.00917,0.28748,29173,4.23,455,0.005,-2.23,0.86,4.23,391.8604651,0.5,5.0,20.77
456.0 2022-02-04,457.23,2/4/2022,2.0,0.48827,0.04947,0.14219,-0.43338,0.00866,0.27511,29508,3.58,456,0.003,-1.23,0.72,3.58,397.2222222,0.5,5.0,20.77
439.0 2022-02-04,450.93,2/4/2022,1.27,0.88027,0.01926,0.06652,-0.46738,0.02132,0.31055,0,15.52,439,0.026,-11.93,7.71,18.47,139.5590143,0.5,5.0,23.71
440.0 2022-02-04,450.93,2/4/2022,1.27,0.86316,0.02145,0.07315,-0.52573,0.02077,0.30662,1,11.62,440,0.024,-10.93,6.52,17.81,173.1595092,0.5,5.0,23.71
441.0 2022-02-04,450.93,2/4/2022,1.27,0.84292,0.02382,0.08005,-0.58488,0.02046,0.30196,0,13.53,441,0.022,-9.93,6.03,16.84,179.2703151,0.5,5.0,23.71
442.0 2022-02-04,450.93,2/4/2022,1.27,0.82268,0.02635,0.08706,-0.63903,0.01928,0.29533,0,12.39,442,0.02,-8.93,5.56,16.25,192.2661871,0.5,5.0,23.71
443.0 2022-02-04,450.93,2/4/2022,1.27,0.79135,0.02869,0.09562,-0.7432,0.01918,0.30058,0,12.2,443,0.018,-7.93,4.86,14.94,207.4074074,0.5,5.0,23.71
444.0 2022-02-04,450.93,2/4/2022,1.27,0.771,0.03169,0.10077,-0.76375,0.0186,0.28653,6,8.09,444,0.015,-6.93,4.69,14.3,204.9040512,0.5,5.0,23.71
445.0 2022-02-04,450.93,2/4/2022,1.27,0.73412,0.03382,0.10889,-0.86463,0.01816,0.29047,0,9.83,445,0.013,-5.93,3.9,12.69,225.3846154,0.5,5.0,23.71
446.0 2022-02-04,450.93,2/4/2022,1.27,0.70696,0.03701,0.11445,-0.88451,0.01682,0.27821,0,9.02,446,0.011,-4.93,3.47,11.93,243.8040346,0.5,5.0,23.71
447.0 2022-02-04,450.93,2/4/2022,1.27,0.67171,0.03985,0.12097,-0.92633,0.0167,0.27235,0,8.72,447,0.009,-3.93,3.02,11.26,272.8476821,0.5,5.0,23.71
448.0 2022-02-04,450.93,2/4/2022,1.27,0.63191,0.04185,0.12544,-0.97553,0.01504,0.27035,2,4.87,448,0.006,-2.93,2.94,9.93,237.755102,0.5,5.0,23.71
449.0 2022-02-04,450.93,2/4/2022,1.27,0.59064,0.04401,0.12956,-0.99754,0.01461,0.2648,0,6.57,449,0.004,-1.93,2.56,9.41,267.578125,0.5,5.0,23.71
450.0 2022-02-04,450.93,2/4/2022,1.27,0.54707,0.04564,0.13194,-1.00629,0.01295,0.25986,9,4.0,450,0.002,-0.93,1.98,8.1,309.0909091,0.5,5.0,23.71
451.0 2022-02-04,450.93,2/4/2022,1.27,0.50096,0.04701,0.13331,-0.99352,0.01217,0.25465,35,3.59,451,0.0,0.07,1.71,7.3,326.9005848,0.5,5.0,23.71
452.0 2022-02-04,450.93,2/4/2022,1.27,0.45289,0.04753,0.13244,-0.96593,0.01062,0.24977,199,2.79,452,0.002,1.07,1.67,6.59,294.6107784,0.5,5.0,23.71
453.0 2022-02-04,450.93,2/4/2022,1.27,0.40363,0.04748,0.12885,-0.91315,0.0097,0.24425,8,2.34,453,0.005,2.07,1.22,5.74,370.4918033,0.5,5.0,23.71
454.0 2022-02-04,450.93,2/4/2022,1.27,0.3542,0.04661,0.12384,-0.84359,0.00855,0.23857,11,1.89,454,0.007,3.07,1.02,5.0,390.1960784,0.5,5.0,23.71
455.0 2022-02-04,450.93,2/4/2022,1.27,0.3052,0.04495,0.11678,-0.75846,0.00723,0.23389,5,1.5,455,0.009,4.07,0.86,4.23,391.8604651,0.5,5.0,23.71
456.0 2022-02-04,450.93,2/4/2022,1.27,0.25704,0.04236,0.10739,-0.65989,0.00618,0.22837,39,1.15,456,0.011,5.07,0.72,3.58,397.2222222,0.5,5.0,23.71
439.0 2022-02-04,450.29,2/4/2022,1.25,0.87016,0.02059,0.0696,-0.50211,0.02026,0.30896,1,12.27,439,0.025,-11.29,7.71,18.47,139.5590143,0.5,5.0,23.76
440.0 2022-02-04,450.29,2/4/2022,1.25,0.8498,0.02298,0.0774,-0.57373,0.02057,0.3071,440,11.2,440,0.023,-10.29,6.52,17.81,173.1595092,0.5,5.0,23.76
441.0 2022-02-04,450.29,2/4/2022,1.25,0.8286,0.02542,0.08458,-0.63643,0.01933,0.30235,0,13.53,441,0.021,-9.29,6.03,16.84,179.2703151,0.5,5.0,23.76
442.0 2022-02-04,450.29,2/4/2022,1.25,0.80693,0.02803,0.09057,-0.69,0.01922,0.29617,22,9.72,442,0.018,-8.29,5.56,16.25,192.2661871,0.5,5.0,23.76
443.0 2022-02-04,450.29,2/4/2022,1.25,0.7874,0.03101,0.09573,-0.71163,0.01888,0.28147,11,8.53,443,0.016,-7.29,4.86,14.94,207.4074074,0.5,5.0,23.76
444.0 2022-02-04,450.29,2/4/2022,1.25,0.75374,0.03363,0.10406,-0.80222,0.01796,0.28322,19,7.66,444,0.014,-6.29,4.69,14.3,204.9040512,0.5,5.0,23.76
445.0 2022-02-04,450.29,2/4/2022,1.25,0.72752,0.03716,0.10975,-0.81897,0.01782,0.26883,108,6.93,445,0.012,-5.29,3.9,12.69,225.3846154,0.5,5.0,23.76
446.0 2022-02-04,450.29,2/4/2022,1.25,0.68725,0.03916,0.11722,-0.90861,0.01637,0.27254,228,6.32,446,0.01,-4.29,3.47,11.93,243.8040346,0.5,5.0,23.76
447.0 2022-02-04,450.29,2/4/2022,1.25,0.64776,0.04158,0.12282,-0.95813,0.01574,0.27004,241,5.6,447,0.007,-3.29,3.02,11.26,272.8476821,0.5,5.0,23.76
448.0 2022-02-04,450.29,2/4/2022,1.25,0.60746,0.0441,0.12713,-0.9807,0.01446,0.26295,253,4.78,448,0.005,-2.29,2.94,9.93,237.755102,0.5,5.0,23.76
449.0 2022-02-04,450.29,2/4/2022,1.25,0.56476,0.04628,0.13086,-0.99149,0.01357,0.25689,1007,4.12,449,0.003,-1.29,2.56,9.41,267.578125,0.5,5.0,23.76
450.0 2022-02-04,450.29,2/4/2022,1.25,0.51832,0.04774,0.13209,-0.98863,0.0123,0.25172,3630,3.5,450,0.001,-0.29,1.98,8.1,309.0909091,0.5,5.0,23.76
451.0 2022-02-04,450.29,2/4/2022,1.25,0.46927,0.04877,0.13184,-0.96187,0.01136,0.24629,4396,2.93,451,0.002,0.71,1.71,7.3,326.9005848,0.5,5.0,23.76
452.0 2022-02-04,450.29,2/4/2022,1.25,0.41882,0.049,0.12927,-0.91782,0.00976,0.24066,8944,2.42,452,0.004,1.71,1.67,6.59,294.6107784,0.5,5.0,23.76
453.0 2022-02-04,450.29,2/4/2022,1.25,0.36815,0.04825,0.12535,-0.85415,0.00881,0.23557,4488,1.99,453,0.006,2.71,1.22,5.74,370.4918033,0.5,5.0,23.76
454.0 2022-02-04,450.29,2/4/2022,1.25,0.31779,0.04665,0.11846,-0.77084,0.00802,0.23106,2358,1.56,454,0.008,3.71,1.02,5.0,390.1960784,0.5,5.0,23.76
455.0 2022-02-04,450.29,2/4/2022,1.25,0.26829,0.04415,0.10909,-0.67261,0.00636,0.22475,6378,1.22,455,0.01,4.71,0.86,4.23,391.8604651,0.5,5.0,23.76
456.0 2022-02-04,450.29,2/4/2022,1.25,0.22247,0.04064,0.09887,-0.57329,0.00531,0.22159,4722,0.94,456,0.013,5.71,0.72,3.58,397.2222222,0.5,5.0,23.76
439.0 2022-02-04,452.51,2/4/2022,1.23,0.94118,0.01332,0.03927,-0.19937,0.02222,0.26602,1,12.27,439,0.03,-13.51,7.71,18.47,139.5590143,0.5,5.0,22.91
440.0 2022-02-04,452.51,2/4/2022,1.23,0.92398,0.01599,0.04761,-0.26014,0.02159,0.2686,591,12.65,440,0.028,-12.51,6.52,17.81,173.1595092,0.5,5.0,22.91
441.0 2022-02-04,452.51,2/4/2022,1.23,0.91005,0.01848,0.05393,-0.3052,0.02176,0.26478,2,11.39,441,0.025,-11.51,6.03,16.84,179.2703151,0.5,5.0,22.91
442.0 2022-02-04,452.51,2/4/2022,1.23,0.90922,0.02034,0.0543,-0.28084,0.02098,0.24133,42,10.69,442,0.023,-10.51,5.56,16.25,192.2661871,0.5,5.0,22.91
443.0 2022-02-04,452.51,2/4/2022,1.23,0.87238,0.02451,0.06958,-0.41844,0.02076,0.25788,16,9.92,443,0.021,-9.51,4.86,14.94,207.4074074,0.5,5.0,22.91
444.0 2022-02-04,452.51,2/4/2022,1.23,0.8522,0.02782,0.0768,-0.46317,0.02002,0.24982,83,8.67,444,0.019,-8.51,4.69,14.3,204.9040512,0.5,5.0,22.91
445.0 2022-02-04,452.51,2/4/2022,1.23,0.82373,0.03143,0.08583,-0.54377,0.01941,0.24954,143,8.1,445,0.017,-7.51,3.9,12.69,225.3846154,0.5,5.0,22.91
446.0 2022-02-04,452.51,2/4/2022,1.23,0.78986,0.03501,0.0953,-0.62564,0.01871,0.24813,311,7.2,446,0.014,-6.51,3.47,11.93,243.8040346,0.5,5.0,22.91
447.0 2022-02-04,452.51,2/4/2022,1.23,0.7563,0.03872,0.10365,-0.69198,0.01789,0.2442,343,6.19,447,0.012,-5.51,3.02,11.26,272.8476821,0.5,5.0,22.91
448.0 2022-02-04,452.51,2/4/2022,1.23,0.72084,0.04264,0.11152,-0.74617,0.01684,0.23863,461,5.58,448,0.01,-4.51,2.94,9.93,237.755102,0.5,5.0,22.91
449.0 2022-02-04,452.51,2/4/2022,1.23,0.68274,0.04707,0.11813,-0.77544,0.01661,0.22848,1589,4.88,449,0.008,-3.51,2.56,9.41,267.578125,0.5,5.0,22.91
450.0 2022-02-04,452.51,2/4/2022,1.23,0.63279,0.04933,0.1243,-0.84552,0.01505,0.23054,7668,4.4,450,0.006,-2.51,1.98,8.1,309.0909091,0.5,5.0,22.91
451.0 2022-02-04,452.51,2/4/2022,1.23,0.58427,0.0524,0.12895,-0.86593,0.01393,0.22463,8195,3.63,451,0.003,-1.51,1.71,7.3,326.9005848,0.5,5.0,22.91
452.0 2022-02-04,452.51,2/4/2022,1.23,0.53129,0.05464,0.13218,-0.87081,0.01235,0.21934,16926,3.14,452,0.001,-0.51,1.67,6.59,294.6107784,0.5,5.0,22.91
453.0 2022-02-04,452.51,2/4/2022,1.23,0.476,0.05566,0.13154,-0.85622,0.01183,0.21561,9376,2.58,453,0.001,0.49,1.22,5.74,370.4918033,0.5,5.0,22.91
454.0 2022-02-04,452.51,2/4/2022,1.23,0.41947,0.05596,0.12915,-0.8126,0.00962,0.21064,5096,2.08,454,0.003,1.49,1.02,5.0,390.1960784,0.5,5.0,22.91
455.0 2022-02-04,452.51,2/4/2022,1.23,0.36118,0.05502,0.12404,-0.7452,0.00908,0.20574,13223,1.6,455,0.005,2.49,0.86,4.23,391.8604651,0.5,5.0,22.91
456.0 2022-02-04,452.51,2/4/2022,1.23,0.30303,0.05268,0.11526,-0.65758,0.00687,0.20059,7820,1.2,456,0.008,3.49,0.72,3.58,397.2222222,0.5,5.0,22.91
439.0 2022-02-04,451.96,2/4/2022,1.21,0.94168,0.01387,0.03824,-0.192,0.02229,0.25667,3,13.32,439,0.029,-12.96,7.71,18.47,139.5590143,0.5,5.0,22.67
440.0 2022-02-04,451.96,2/4/2022,1.21,0.92949,0.01619,0.04406,-0.22646,0.02126,0.25175,614,12.6,440,0.026,-11.96,6.52,17.81,173.1595092,0.5,5.0,22.67
441.0 2022-02-04,451.96,2/4/2022,1.21,0.9128,0.01926,0.05239,-0.28077,0.0208,0.2508,8,11.23,441,0.024,-10.96,6.03,16.84,179.2703151,0.5,5.0,22.67
442.0 2022-02-04,451.96,2/4/2022,1.21,0.89227,0.02257,0.06066,-0.34479,0.02057,0.2492,44,10.8,442,0.022,-9.96,5.56,16.25,192.2661871,0.5,5.0,22.67
443.0 2022-02-04,451.96,2/4/2022,1.21,0.87139,0.02602,0.06884,-0.40219,0.02018,0.24486,25,9.3,443,0.02,-8.96,4.86,14.94,207.4074074,0.5,5.0,22.67
444.0 2022-02-04,451.96,2/4/2022,1.21,0.84834,0.02976,0.07715,-0.45669,0.0195,0.23953,97,8.71,444,0.018,-7.96,4.69,14.3,204.9040512,0.5,5.0,22.67
445.0 2022-02-04,451.96,2/4/2022,1.21,0.81549,0.03372,0.08743,-0.54626,0.01939,0.23981,187,8.0,445,0.015,-6.96,3.9,12.69,225.3846154,0.5,5.0,22.67
446.0 2022-02-04,451.96,2/4/2022,1.21,0.78307,0.03776,0.09661,-0.61309,0.01865,0.23608,349,6.94,446,0.013,-5.96,3.47,11.93,243.8040346,0.5,5.0,22.67
447.0 2022-02-04,451.96,2/4/2022,1.21,0.74618,0.04193,0.10543,-0.68066,0.01742,0.23198,473,6.46,447,0.011,-4.96,3.02,11.26,272.8476821,0.5,5.0,22.67
448.0 2022-02-04,451.96,2/4/2022,1.21,0.70552,0.04595,0.11298,-0.74292,0.01681,0.22819,524,5.51,448,0.009,-3.96,2.94,9.93,237.755102,0.5,5.0,22.67
449.0 2022-02-04,451.96,2/4/2022,1.21,0.66084,0.04987,0.12094,-0.79131,0.01608,0.22258,2023,4.61,449,0.007,-2.96,2.56,9.41,267.578125,0.5,5.0,22.67
450.0 2022-02-04,451.96,2/4/2022,1.21,0.61135,0.0533,0.12605,-0.82596,0.01458,0.21807,9458,3.97,450,0.004,-1.96,1.98,8.1,309.0909091,0.5,5.0,22.67
451.0 2022-02-04,451.96,2/4/2022,1.21,0.55795,0.05597,0.13038,-0.84555,0.0128,0.21414,10063,3.3,451,0.002,-0.96,1.71,7.3,326.9005848,0.5,5.0,22.67
452.0 2022-02-04,451.96,2/4/2022,1.21,0.50117,0.0578,0.13151,-0.83936,0.01174,0.20955,23530,2.71,452,0.0,0.04,1.67,6.59,294.6107784,0.5,5.0,22.67
453.0 2022-02-04,451.96,2/4/2022,1.21,0.44227,0.05845,0.12961,-0.80866,0.01043,0.2056,13989,2.18,453,0.002,1.04,1.22,5.74,370.4918033,0.5,5.0,22.67
454.0 2022-02-04,451.96,2/4/2022,1.21,0.38212,0.05788,0.12518,-0.75066,0.00938,0.20001,7360,1.74,454,0.005,2.04,1.02,5.0,390.1960784,0.5,5.0,22.67
455.0 2022-02-04,451.96,2/4/2022,1.21,0.32278,0.05565,0.11808,-0.6726,0.0081,0.19558,16897,1.32,455,0.007,3.04,0.86,4.23,391.8604651,0.5,5.0,22.67
456.0 2022-02-04,451.96,2/4/2022,1.21,0.26488,0.05203,0.10793,-0.57551,0.00647,0.19179,10346,0.96,456,0.009,4.04,0.72,3.58,397.2222222,0.5,5.0,22.67
439.0 2022-02-04,451.54,2/4/2022,1.19,0.94288,0.01419,0.03713,-0.18044,0.02199,0.24823,13,12.95,439,0.028,-12.54,7.71,18.47,139.5590143,0.5,5.0,22.89
440.0 2022-02-04,451.54,2/4/2022,1.19,0.92588,0.01731,0.04605,-0.23857,0.0215,0.25006,634,13.14,440,0.026,-11.54,6.52,17.81,173.1595092,0.5,5.0,22.89
441.0 2022-02-04,451.54,2/4/2022,1.19,0.90866,0.02035,0.05365,-0.28831,0.02097,0.24623,13,11.11,441,0.023,-10.54,6.03,16.84,179.2703151,0.5,5.0,22.89
442.0 2022-02-04,451.54,2/4/2022,1.19,0.88892,0.02373,0.06208,-0.34568,0.02077,0.24334,58,9.85,442,0.021,-9.54,5.56,16.25,192.2661871,0.5,5.0,22.89
443.0 2022-02-04,451.54,2/4/2022,1.19,0.86235,0.02759,0.07191,-0.42524,0.02012,0.2431,75,10.05,443,0.019,-8.54,4.86,14.94,207.4074074,0.5,5.0,22.89
444.0 2022-02-04,451.54,2/4/2022,1.19,0.83006,0.03136,0.08232,-0.52398,0.01885,0.24644,148,9.09,444,0.017,-7.54,4.69,14.3,204.9040512,0.5,5.0,22.89
445.0 2022-02-04,451.54,2/4/2022,1.19,0.7992,0.03526,0.09127,-0.59647,0.01889,0.24305,224,8.41,445,0.014,-6.54,3.9,12.69,225.3846154,0.5,5.0,22.89
446.0 2022-02-04,451.54,2/4/2022,1.19,0.77011,0.03967,0.09919,-0.63966,0.01792,0.23349,355,6.77,446,0.012,-5.54,3.47,11.93,243.8040346,0.5,5.0,22.89
447.0 2022-02-04,451.54,2/4/2022,1.19,0.73017,0.04373,0.10794,-0.71182,0.01673,0.23115,481,5.96,447,0.01,-4.54,3.02,11.26,272.8476821,0.5,5.0,22.89
448.0 2022-02-04,451.54,2/4/2022,1.19,0.68548,0.04716,0.11582,-0.78732,0.01551,0.23066,720,5.17,448,0.008,-3.54,2.94,9.93,237.755102,0.5,5.0,22.89
449.0 2022-02-04,451.54,2/4/2022,1.19,0.64091,0.0514,0.12249,-0.81835,0.01487,0.2222,2094,4.25,449,0.006,-2.54,2.56,9.41,267.578125,0.5,5.0,22.89
450.0 2022-02-04,451.54,2/4/2022,1.19,0.58835,0.05385,0.1269,-0.85974,0.01374,0.22093,10803,3.69,450,0.003,-1.54,1.98,8.1,309.0909091,0.5,5.0,22.89
451.0 2022-02-04,451.54,2/4/2022,1.19,0.53516,0.0571,0.12952,-0.8534,0.01274,0.21262,11248,3.03,451,0.001,-0.54,1.71,7.3,326.9005848,0.5,5.0,22.89
452.0 2022-02-04,451.54,2/4/2022,1.19,0.47717,0.0579,0.13005,-0.84568,0.01152,0.21058,28658,2.53,452,0.001,0.46,1.67,6.59,294.6107784,0.5,5.0,22.89
453.0 2022-02-04,451.54,2/4/2022,1.19,0.4174,0.05828,0.12811,-0.79871,0.00954,0.20473,25284,2.0,453,0.003,1.46,1.22,5.74,370.4918033,0.5,5.0,22.89
454.0 2022-02-04,451.54,2/4/2022,1.19,0.35677,0.05727,0.12235,-0.72813,0.00836,0.19919,11744,1.55,454,0.005,2.46,1.02,5.0,390.1960784,0.5,5.0,22.89
455.0 2022-02-04,451.54,2/4/2022,1.19,0.29794,0.05433,0.11362,-0.64156,0.00727,0.19476,21163,1.19,455,0.008,3.46,0.86,4.23,391.8604651,0.5,5.0,22.89
456.0 2022-02-04,451.54,2/4/2022,1.19,0.24164,0.04995,0.10189,-0.53946,0.0061,0.19115,12703,0.88,456,0.01,4.46,0.72,3.58,397.2222222,0.5,5.0,22.89
439.0 2022-02-04,450.17,2/4/2022,1.17,0.89641,0.01982,0.0583,-0.36992,0.0199,0.27885,13,12.95,439,0.025,-11.17,7.71,18.47,139.5590143,0.5,5.0,23.45
440.0 2022-02-04,450.17,2/4/2022,1.17,0.88214,0.02256,0.06411,-0.40707,0.0203,0.27006,658,10.91,440,0.023,-10.17,6.52,17.81,173.1595092,0.5,5.0,23.45
441.0 2022-02-04,450.17,2/4/2022,1.17,0.84692,0.02573,0.07663,-0.54755,0.01879,0.28263,24,10.14,441,0.02,-9.17,6.03,16.84,179.2703151,0.5,5.0,23.45
442.0 2022-02-04,450.17,2/4/2022,1.17,0.82766,0.02888,0.08304,-0.58653,0.01867,0.27246,72,9.43,442,0.018,-8.17,5.56,16.25,192.2661871,0.5,5.0,23.45
443.0 2022-02-04,450.17,2/4/2022,1.17,0.80285,0.03226,0.08972,-0.64106,0.01865,0.26542,79,8.92,443,0.016,-7.17,4.86,14.94,207.4074074,0.5,5.0,23.45
444.0 2022-02-04,450.17,2/4/2022,1.17,0.76713,0.03523,0.09906,-0.74386,0.01757,0.26743,161,7.63,444,0.014,-6.17,4.69,14.3,204.9040512,0.5,5.0,23.45
445.0 2022-02-04,450.17,2/4/2022,1.17,0.73507,0.03883,0.10649,-0.7945,0.01721,0.25997,274,6.86,445,0.011,-5.17,3.9,12.69,225.3846154,0.5,5.0,23.45
446.0 2022-02-04,450.17,2/4/2022,1.17,0.6987,0.04219,0.1133,-0.85129,0.01595,0.25494,372,6.03,446,0.009,-4.17,3.47,11.93,243.8040346,0.5,5.0,23.45
447.0 2022-02-04,450.17,2/4/2022,1.17,0.65665,0.04524,0.11952,-0.90591,0.01521,0.25114,493,5.31,447,0.007,-3.17,3.02,11.26,272.8476821,0.5,5.0,23.45
448.0 2022-02-04,450.17,2/4/2022,1.17,0.61345,0.04845,0.12383,-0.93155,0.0142,0.24361,990,4.53,448,0.005,-2.17,2.94,9.93,237.755102,0.5,5.0,23.45
449.0 2022-02-04,450.17,2/4/2022,1.17,0.56427,0.05055,0.12792,-0.95454,0.01324,0.24009,2187,3.92,449,0.003,-1.17,2.56,9.41,267.578125,0.5,5.0,23.45
450.0 2022-02-04,450.17,2/4/2022,1.17,0.51399,0.05277,0.1295,-0.94196,0.01154,0.23279,11789,3.12,450,0.0,-0.17,1.98,8.1,309.0909091,0.5,5.0,23.45
451.0 2022-02-04,450.17,2/4/2022,1.17,0.45936,0.05432,0.12834,-0.90434,0.01019,0.22466,13523,2.59,451,0.002,0.83,1.71,7.3,326.9005848,0.5,5.0,23.45
452.0 2022-02-04,450.17,2/4/2022,1.17,0.40433,0.05364,0.12576,-0.86414,0.00926,0.22244,35477,2.08,452,0.004,1.83,1.67,6.59,294.6107784,0.5,5.0,23.45
453.0 2022-02-04,450.17,2/4/2022,1.17,0.35009,0.05197,0.12017,-0.79936,0.00789,0.21971,29339,1.66,453,0.006,2.83,1.22,5.74,370.4918033,0.5,5.0,23.45
454.0 2022-02-04,450.17,2/4/2022,1.17,0.29594,0.0495,0.11191,-0.70689,0.00676,0.21468,14750,1.33,454,0.009,3.83,1.02,5.0,390.1960784,0.5,5.0,23.45
455.0 2022-02-04,450.17,2/4/2022,1.17,0.24409,0.04607,0.10201,-0.59847,0.00576,0.20968,24562,0.99,455,0.011,4.83,0.86,4.23,391.8604651,0.5,5.0,23.45
456.0 2022-02-04,450.17,2/4/2022,1.17,0.19808,0.04135,0.09049,-0.49885,0.00469,0.2079,13761,0.76,456,0.013,5.83,0.72,3.58,397.2222222,0.5,5.0,23.45
439.0 2022-02-04,450.16,2/4/2022,1.15,0.90717,0.01931,0.05339,-0.31759,0.02068,0.26613,31,11.47,439,0.025,-11.16,7.71,18.47,139.5590143,0.5,5.0,23.64
440.0 2022-02-04,450.16,2/4/2022,1.15,0.88793,0.02237,0.06144,-0.37831,0.02044,0.26378,3188,10.68,440,0.023,-10.16,6.52,17.81,173.1595092,0.5,5.0,23.64
441.0 2022-02-04,450.16,2/4/2022,1.15,0.86601,0.02567,0.0696,-0.44712,0.01989,0.26118,34,10.11,441,0.02,-9.16,6.03,16.84,179.2703151,0.5,5.0,23.64
442.0 2022-02-04,450.16,2/4/2022,1.15,0.84095,0.02908,0.07773,-0.51722,0.01868,0.25781,125,8.77,442,0.018,-8.16,5.56,16.25,192.2661871,0.5,5.0,23.64
443.0 2022-02-04,450.16,2/4/2022,1.15,0.81233,0.03267,0.08678,-0.59529,0.018,0.25476,87,8.0,443,0.016,-7.16,4.86,14.94,207.4074074,0.5,5.0,23.64
444.0 2022-02-04,450.16,2/4/2022,1.15,0.77952,0.03636,0.09535,-0.67441,0.018,0.25276,243,7.15,444,0.014,-6.16,4.69,14.3,204.9040512,0.5,5.0,23.64
445.0 2022-02-04,450.16,2/4/2022,1.15,0.7451,0.0402,0.10396,-0.7392,0.01671,0.24726,430,6.44,445,0.011,-5.16,3.9,12.69,225.3846154,0.5,5.0,23.64
446.0 2022-02-04,450.16,2/4/2022,1.15,0.70631,0.04389,0.1107,-0.80424,0.0157,0.24299,413,5.6,446,0.009,-4.16,3.47,11.93,243.8040346,0.5,5.0,23.64
447.0 2022-02-04,450.16,2/4/2022,1.15,0.66277,0.04738,0.1175,-0.85822,0.01486,0.2386,662,4.85,447,0.007,-3.16,3.02,11.26,272.8476821,0.5,5.0,23.64
448.0 2022-02-04,450.16,2/4/2022,1.15,0.6162,0.05061,0.12356,-0.89848,0.01361,0.2337,1391,4.22,448,0.005,-2.16,2.94,9.93,237.755102,0.5,5.0,23.64
449.0 2022-02-04,450.16,2/4/2022,1.15,0.56539,0.05307,0.12715,-0.92216,0.01261,0.23041,2916,3.56,449,0.003,-1.16,2.56,9.41,267.578125,0.5,5.0,23.64
450.0 2022-02-04,450.16,2/4/2022,1.15,0.51251,0.05488,0.12837,-0.91876,0.01215,0.22527,17171,2.98,450,0.0,-0.16,1.98,8.1,309.0909091,0.5,5.0,23.64
451.0 2022-02-04,450.16,2/4/2022,1.15,0.457,0.05546,0.12807,-0.89782,0.00995,0.22216,16335,2.47,451,0.002,0.84,1.71,7.3,326.9005848,0.5,5.0,23.64
452.0 2022-02-04,450.16,2/4/2022,1.15,0.39953,0.05516,0.12482,-0.84603,0.00872,0.21767,40172,1.98,452,0.004,1.84,1.67,6.59,294.6107784,0.5,5.0,23.64
453.0 2022-02-04,450.16,2/4/2022,1.15,0.34361,0.05337,0.11883,-0.77464,0.00808,0.21346,31893,1.56,453,0.006,2.84,1.22,5.74,370.4918033,0.5,5.0,23.64
